Category,Price,Rating,Stock,Discount
B,251.0,3.0622476335096063,Out of Stock,21.0
A,6250.0,2.275948129244637,In Stock,33.0
D,4580.0,1.5320901750433862,In Stock,39.0
A,9161.0,2.602243654999287,In Stock,49.0
C,5821.0,1.168690444136142,Out of Stock,17.0
C,9990.0,2.842607829371318,Out of Stock,19.0
C,4347.0,2.568984286425842,Out of Stock,3.0
D,2697.0,1.9174796816019517,Out of Stock,30.0
C,9160.0,4.392384246470518,Out of Stock,29.0
A,2072.0,4.502704202924612,In Stock,10.0
C,2122.0,4.86095167402677,Out of Stock,29.0
D,8731.0,4.391701725519162,Out of Stock,38.0
D,5031.0,3.249532479474502,In Stock,4.0
A,6557.0,1.9984002073327156,Out of Stock,32.0
A,3981.0,2.6322248109719664,Out of Stock,41.0
D,9459.0,3.490351838179834,Out of Stock,42.0
A,3763.0,4.060144993536126,Out of Stock,13.0
A,2466.0,3.4448493264343822,Out of Stock,12.0
A,6348.0,2.8806816577374637,In Stock,29.0
B,6345.0,2.747527751774621,Out of Stock,4.0
A,4781.0,3.236473832492795,Out of Stock,3.0
B,8345.0,2.200868148446864,Out of Stock,41.0
A,5459.0,2.9117072733144256,Out of Stock,33.0
A,8521.0,1.081564565083486,Out of Stock,40.0
D,2649.0,1.9854449132555,In Stock,25.0
C,3101.0,1.9228916950178256,In Stock,6.0
D,357.0,2.744932065738157,Out of Stock,32.0
B,4299.0,2.938430507798154,In Stock,29.0
D,9799.0,2.8352724878738313,Out of Stock,34.0
A,8832.0,3.564019064721237,In Stock,17.0
A,8251.0,4.052873659464407,In Stock,28.0
A,1465.0,1.835877107956549,In Stock,22.0
A,9825.0,2.450535256225734,Out of Stock,22.0
D,6442.0,3.2688166420888343,In Stock,34.0
B,7624.0,3.181515567968459,Out of Stock,5.0
B,4061.0,2.882858329954204,In Stock,28.0
D,190.0,3.967088885803047,In Stock,0.0
D,4643.0,3.193527428593516,In Stock,4.0
A,5219.0,2.8190760431352095,Out of Stock,49.0
D,1197.0,1.3007193796865226,Out of Stock,42.2
B,8205.0,4.755317544912339,Out of Stock,35.0
C,3125.0,3.295946652014962,In Stock,35.76
D,7239.0,3.6103940069190337,In Stock,48.0
D,262.0,2.3012028598737007,In Stock,36.0
D,7826.0,3.576635436154038,In Stock,6.0
B,8532.0,4.6303470713260335,In Stock,42.0
D,4625.0,1.718143163550882,In Stock,36.0
C,4668.0,1.7613833832587744,In Stock,23.0
A,5268.0,2.8679571527500882,In Stock,48.0
C,249.0,2.0809167459930693,In Stock,15.0
C,5908.0,3.143393419505533,In Stock,42.0
B,9697.0,3.408357832714967,In Stock,26.0
B,8458.0,2.0261367038285703,In Stock,18.0
B,4741.0,3.026756435822298,Out of Stock,27.0
A,6943.0,3.150162120258395,Out of Stock,42.0
C,4689.629166666667,2.3993148328969496,Out of Stock,11.0
C,758.0,1.24949775543227,In Stock,28.0
B,3169.0,2.619334913499717,In Stock,25.0
C,7953.0,1.572071265516846,In Stock,39.0
D,8793.0,3.006402453214005,Out of Stock,6.0
D,9114.0,2.829940510567189,In Stock,27.0
A,8893.0,2.5193505429065683,In Stock,39.94
A,8713.0,2.3809932611851488,Out of Stock,30.0
A,1269.0,3.36677492886881,In Stock,38.0
A,8069.0,3.04717197025588,In Stock,31.0
D,6751.0,2.337782569158563,In Stock,2.0
C,4970.0,2.365565206916858,Out of Stock,5.0
C,2323.0,2.4143433954253926,Out of Stock,12.66
A,3276.957642857143,2.647044298451267,Out of Stock,0.0
A,5515.0,4.709544999960464,Out of Stock,15.12
D,8846.0,1.3640831526286097,Out of Stock,4.0
B,2584.0,1.8149740405852128,Out of Stock,1.0
C,7911.0,2.7657386196907554,Out of Stock,37.0
D,6799.0,3.150927996368286,Out of Stock,29.0
A,4620.0,4.340548431791186,Out of Stock,10.0
C,9424.0,1.0760737682485182,Out of Stock,23.8
B,8409.0,1.696635601842893,Out of Stock,29.0
C,9063.0,3.624530680172045,Out of Stock,27.5
C,8405.0,1.2189362743316066,In Stock,48.0
D,8070.0,4.220245876716987,Out of Stock,20.0
D,7564.0,2.576792877375157,In Stock,35.0
D,8555.0,2.3813933482220966,Out of Stock,22.0
A,1870.0,2.4852395185459297,In Stock,32.0
A,6864.0,2.8934828195730478,In Stock,10.0
C,439.0,2.364554354883883,In Stock,0.0
A,1425.0,1.8037601301099573,In Stock,15.0
A,1612.0,3.032991895982947,In Stock,16.0
A,1894.0,2.32948814776713,Out of Stock,31.7
D,8975.0,4.469736333901759,Out of Stock,32.0
C,807.0,2.7829360803396055,Out of Stock,13.0
C,2297.0,3.095537512004118,Out of Stock,21.0
B,7800.0,3.188704583656474,In Stock,5.0
B,1493.0,3.3836236749501865,Out of Stock,45.0
C,2602.0,2.148858052100791,In Stock,0.0
D,5381.0,4.767811269419312,Out of Stock,10.0
B,5429.0,1.746249651651913,In Stock,6.0
C,734.0,2.537246374123803,In Stock,10.0
B,3365.0,4.175149077636549,In Stock,29.0
D,9318.0,3.319298848791882,Out of Stock,18.0
A,5220.0,3.3428462742574276,In Stock,0.0
A,381.0,3.0932853971576586,In Stock,17.0
C,8707.0,3.7437525868540145,Out of Stock,39.0
A,3604.0,3.2027309868609644,In Stock,17.0
A,5078.0,4.391163208162469,Out of Stock,6.0
A,8070.0,3.4749044334824,In Stock,28.0
C,721.0,1.9642538507448069,In Stock,15.7
C,6921.0,2.8477257356534817,Out of Stock,37.0
D,2622.0,2.3782965025030816,In Stock,22.0
C,7231.0,1.808099615863608,In Stock,6.0
D,340.0,3.044282782341375,Out of Stock,27.0
C,9212.0,3.086139811393762,In Stock,0.0
C,6472.0,3.2231823380353473,In Stock,27.0
A,3978.0,2.5436498315388745,Out of Stock,19.0
C,5746.0,2.3613725765152718,Out of Stock,2.0
D,3956.0,3.4559452367626182,In Stock,23.0
D,8757.0,2.764539789269609,In Stock,49.0
C,2820.0,3.0889237473550524,In Stock,21.0
D,2001.0,2.7662943353868803,Out of Stock,23.0
D,412.0,3.760118968243407,Out of Stock,21.0
B,6675.0,2.5611431919643444,In Stock,43.0
A,4317.0,3.8236060921964876,Out of Stock,13.0
C,8507.0,4.575949016312601,Out of Stock,41.0
A,6784.0,2.0879591139976266,Out of Stock,13.0
B,7635.0,2.919743131161409,Out of Stock,5.0
A,9529.0,1.4609563879698744,In Stock,31.0
A,1595.0,1.306888078818401,In Stock,37.0
C,5669.0,2.678325719315734,Out of Stock,38.0
C,5861.0,1.4703921216572344,Out of Stock,40.0
C,2349.0,4.030763267740315,Out of Stock,48.0
C,5766.0,2.189872972155973,Out of Stock,3.0
B,7362.0,3.606665855303476,Out of Stock,33.0
C,3256.0,2.771753928779113,In Stock,45.0
C,9284.0,3.656439592564801,Out of Stock,45.0
C,8597.0,3.517120302288795,In Stock,23.0
C,4405.0,1.1026822552674769,Out of Stock,33.0
C,2117.0,3.4391395514072203,Out of Stock,45.0
A,8642.0,3.0603359628650377,In Stock,43.0
C,5873.856142857144,2.7240749786612564,Out of Stock,3.0
A,6022.0,2.32636111495466,In Stock,48.0
A,8132.0,2.7658498345678497,In Stock,15.0
A,3170.0,2.1988624853534624,In Stock,18.0
C,2608.0,1.8730838175058309,In Stock,8.0
C,9544.0,1.508629504337426,In Stock,47.0
B,6220.0,1.4109864352582258,Out of Stock,32.0
C,1959.0,4.96277529037139,Out of Stock,45.0
A,1403.0,2.225777804414023,Out of Stock,21.18
D,3713.0,3.11120955254065,Out of Stock,32.0
D,6148.0,2.813650242419149,In Stock,3.0
C,3862.0,3.813108432235004,Out of Stock,22.0
D,9438.0,3.69118375024206,Out of Stock,36.0
B,395.0,2.611975414503568,In Stock,24.0
D,6080.0,4.13238174203871,Out of Stock,18.0
C,5296.0,2.7415569027617632,Out of Stock,34.0
C,5348.0,1.5872258080389408,Out of Stock,31.0
D,6248.0,2.889130250465094,In Stock,39.0
B,8369.0,1.7741515707532138,In Stock,44.0
A,3155.0,2.7562541960267173,In Stock,6.0
C,2539.0,2.2682952257164093,In Stock,9.0
A,3112.0,2.9966468843018936,Out of Stock,16.0
D,2489.0,4.668760788357387,In Stock,42.0
A,5533.0,2.470377658647271,In Stock,34.0
B,8603.0,1.8951382789439115,Out of Stock,35.0
A,6989.0,3.0070327682283526,Out of Stock,10.0
D,3064.0,1.783514835878143,Out of Stock,22.0
D,176.0,2.9615136267430198,Out of Stock,33.0
A,8159.0,3.09958403972783,Out of Stock,31.0
A,5080.0,2.1172213117371106,Out of Stock,1.0
B,5642.0,3.5273004682428506,Out of Stock,28.0
D,7027.0,1.8155938044552264,In Stock,24.52
A,8407.0,1.1340181503447693,Out of Stock,38.0
A,878.0,4.179063552093941,Out of Stock,41.0
A,2546.0,1.1583134665091674,Out of Stock,34.0
D,9537.0,3.0933440069407636,Out of Stock,25.0
D,9600.0,3.316477940525572,In Stock,32.0
C,7194.0,3.3294326510510706,In Stock,38.0
B,6968.0,3.739367232964894,Out of Stock,30.92
C,6292.0,1.1557269813348965,Out of Stock,17.0
C,4870.0,2.436740191038774,Out of Stock,14.0
D,6737.0,2.3216470272204,In Stock,38.0
D,250.0,1.4368825660019104,In Stock,30.0
C,5193.65,3.4263169803936875,Out of Stock,7.0
C,312.0,1.5370201492971782,In Stock,39.0
D,8394.0,1.8188132957807648,Out of Stock,22.0
B,1421.0,4.23336229004081,In Stock,28.46
B,8693.0,3.186790808579415,In Stock,24.0
C,2846.0,3.6408580302425873,In Stock,6.0
B,3671.0,3.1321037871361734,Out of Stock,47.0
C,766.0,3.45755283587473,Out of Stock,19.0
D,615.0,3.7542748980922607,Out of Stock,2.0
B,4309.0,2.3663876263892853,Out of Stock,17.0
A,2947.0,1.093895333353871,Out of Stock,29.52
C,2841.0,2.5109712361162835,In Stock,40.0
B,3923.0,1.4750528082467311,In Stock,10.0
B,5658.0,3.963020662718985,In Stock,29.0
C,6759.0,3.2951181625822477,Out of Stock,35.0
B,685.0,2.799106687697618,Out of Stock,24.0
A,5206.0,2.649831287241808,Out of Stock,35.0
D,5814.0,4.155485925483445,Out of Stock,12.0
A,1419.0,2.3755719081128803,In Stock,1.0
A,6016.0,1.844219155421802,In Stock,1.0
C,5961.0,2.8065277159027118,In Stock,18.0
C,9489.0,3.7351823297728117,In Stock,5.0
A,1558.0,3.6613305687380744,Out of Stock,12.0
B,3892.0,1.9802288812656696,In Stock,6.0
C,6904.0,2.8404344728008963,Out of Stock,36.0
C,663.0,3.084386434089388,Out of Stock,5.0
A,1910.0,4.817531508955957,In Stock,23.5
B,2804.0,1.3541939976991424,Out of Stock,35.0
D,8625.0,4.025419857361529,Out of Stock,36.0
C,8800.0,4.3667865198588895,Out of Stock,26.0
A,3689.0,3.6339408889527043,Out of Stock,3.0
A,6869.0,3.010511245777053,Out of Stock,49.0
D,3601.0,2.609575006389432,In Stock,22.0
B,6657.0,3.0544393449665703,In Stock,47.0
C,5974.695085497835,2.593235887665935,Out of Stock,35.0
D,5146.0,3.4165208090784027,In Stock,10.0
B,4242.0,3.993229233892656,Out of Stock,47.0
C,7098.0,1.3018533062171231,In Stock,23.0
A,3348.0,3.056418753454147,In Stock,16.0
C,4592.0,2.3797311759657664,Out of Stock,25.0
A,7005.0,3.1706088957581717,In Stock,22.0
A,5074.0,2.680439730884274,Out of Stock,41.0
A,9602.0,2.6429953986570256,In Stock,31.0
B,3742.0,4.209122065619451,In Stock,19.0
D,454.0,2.460780156168792,Out of Stock,32.0
D,4903.0,4.615306042277187,In Stock,39.0
B,9658.0,2.422706020274704,Out of Stock,15.0
A,4198.0,3.2165188814730357,Out of Stock,29.0
A,6336.0,3.648349511115054,In Stock,11.0
C,9794.0,4.433559680432691,In Stock,39.0
D,2201.0,2.9620879797648065,In Stock,25.0
B,5323.0,3.3246444766719634,Out of Stock,16.0
A,9152.0,4.768849526844075,Out of Stock,11.0
C,5420.0,2.1005961653594185,Out of Stock,21.0
D,4763.0,2.725234082705649,Out of Stock,11.0
A,247.0,3.5382231115281764,In Stock,23.7
A,2060.0,4.743226107544174,Out of Stock,14.76
A,3372.0,3.4200192578800936,In Stock,5.0
D,8544.0,2.6972879327651564,In Stock,29.0
D,6687.894333333333,4.252750868035925,In Stock,47.0
D,3299.0,3.004898449740812,Out of Stock,32.0
A,2107.0,3.8780796521691756,Out of Stock,11.0
C,6765.0,3.4017721001746715,Out of Stock,35.0
A,1853.0,3.907624902636585,Out of Stock,11.0
C,8773.0,3.892084161133099,Out of Stock,28.68
A,6671.0,2.786902960111894,In Stock,30.0
C,8398.0,3.407813914668218,Out of Stock,4.0
D,8742.0,1.6009527410632651,Out of Stock,4.0
C,8334.0,2.562769446410627,In Stock,16.0
B,2790.0,3.042569089144252,In Stock,26.22
B,6781.0,2.66157419868688,Out of Stock,21.0
A,1215.0,2.382519172332373,In Stock,30.0
A,2225.903333333333,3.0498124068402013,In Stock,14.0
B,8857.0,2.0765225504041505,In Stock,15.0
D,2882.0,3.691887480565236,Out of Stock,26.58
A,6234.0,2.48821091354853,In Stock,28.0
C,1214.0,1.4889967970912377,In Stock,4.0
A,6991.0,1.0991491374509073,In Stock,21.0
A,3364.0,2.9397134600805366,Out of Stock,3.0
B,8785.0,1.231135979753843,Out of Stock,11.0
C,7313.0,2.665035984029851,Out of Stock,1.0
D,9999.0,1.8349540527482608,In Stock,30.0
D,8760.0,2.764539789269609,In Stock,49.0
B,7933.0,3.4612105984783716,In Stock,36.0
C,6092.0,2.596015227920722,Out of Stock,39.0
C,5178.0,3.33510540123526,In Stock,20.0
B,8863.0,2.92911158771706,Out of Stock,12.58
D,8514.0,4.704094088630431,Out of Stock,46.0
A,7939.0,1.8201379880557416,Out of Stock,48.0
A,1439.0,1.49980892352359,In Stock,28.0
C,6981.0,2.242056169069006,Out of Stock,24.0
A,7682.0,2.309511396277151,Out of Stock,22.0
A,5937.0,2.188558343560076,In Stock,39.0
A,185.0,3.254374761283407,Out of Stock,9.0
B,5796.0,2.782045694040662,In Stock,44.0
D,3646.0,3.033620242180664,Out of Stock,33.0
C,6547.0,3.590183980800087,Out of Stock,6.0
D,1523.0,1.246447333974714,Out of Stock,22.0
D,9483.0,2.8233289222448383,In Stock,32.28
C,9045.0,3.2504940429647142,In Stock,39.0
A,7897.0,3.5646672948235074,In Stock,27.0
C,7384.0,2.415629795195228,Out of Stock,24.0
A,597.0,4.212173421924202,Out of Stock,40.0
D,6194.0,3.223523933580829,In Stock,14.0
A,1454.0,2.2503045868186673,In Stock,37.0
B,8628.0,3.6324185148527666,Out of Stock,14.0
D,2982.851096681097,3.854879845698039,In Stock,43.0
D,1401.0,2.52033968910939,In Stock,22.66
C,9590.0,3.4477904639401733,In Stock,41.0
C,4467.0,2.853998967952352,In Stock,0.0
B,8003.0,1.2719634103923183,Out of Stock,5.0
C,5934.0,2.821814805700667,In Stock,18.0
B,2861.0,4.204148109144644,Out of Stock,26.24
B,5376.0,1.729144769710075,In Stock,8.0
D,4887.0,2.3168833046289024,Out of Stock,23.0
A,3204.0,3.0852183136217635,In Stock,35.0
B,8557.0,3.3236708865156896,Out of Stock,10.0
D,3152.0,1.5743799713874789,In Stock,6.0
A,1386.0,2.5607412508885314,In Stock,23.0
D,6728.0,2.325449524956985,In Stock,39.0
D,2194.0,1.0642261261459067,Out of Stock,22.0
B,7452.0,2.656779305363383,In Stock,14.0
C,5192.0,1.6641113816121256,Out of Stock,25.62
D,9782.0,2.47108086246004,In Stock,28.4
A,7433.0,2.964751331670818,In Stock,12.0
A,5036.0,3.9491030262211733,Out of Stock,18.08
D,4740.0,3.7695833441871205,Out of Stock,42.0
D,1263.0,2.262286261603304,In Stock,31.54
D,8357.0,1.7571129612090046,In Stock,37.0
C,4883.0,3.356603181776897,In Stock,20.0
C,8437.0,3.876005948019308,Out of Stock,21.0
C,3543.0,3.545775898544579,In Stock,6.0
C,6441.0,2.9445825090813953,In Stock,0.0
A,8882.0,2.6268247745076763,In Stock,28.0
D,731.0,2.848784206907678,In Stock,16.0
B,9812.0,3.75916033493222,In Stock,25.0
A,7728.0,3.422209755291833,In Stock,45.0
D,1824.0,1.0909424221396071,In Stock,3.0
C,3447.0,2.1693537287237485,Out of Stock,45.0
A,7622.0,2.701567654531968,In Stock,15.0
B,3420.0,1.1848571459127912,In Stock,19.0
B,8741.0,3.932441093684445,Out of Stock,33.9
D,3074.0,3.023820049754042,In Stock,3.0
C,5044.38,1.1215558829452807,Out of Stock,32.0
A,3745.0,4.205694490998896,In Stock,9.0
B,3042.0,3.7802004243916243,Out of Stock,16.0
B,2400.0,1.3811725819930412,Out of Stock,34.0
C,4096.0,2.1485853663573597,In Stock,42.0
A,4157.0,2.9989660733040147,Out of Stock,30.0
C,5339.0,3.1442989142821545,Out of Stock,39.0
D,4602.0,2.6399556605357604,Out of Stock,17.0
D,1966.0,4.343531411256285,In Stock,4.0
D,7406.0,3.6641339490192313,In Stock,36.64
A,2708.0,4.139442600627813,In Stock,44.0
C,4008.3325,1.0658018308663384,In Stock,7.0
D,1222.0,1.851614504127763,Out of Stock,49.0
B,3681.0,2.9630634650804435,Out of Stock,8.0
D,8110.0,3.355885202111529,In Stock,48.0
D,9430.0,1.948900071416542,In Stock,15.0
A,1328.0,2.811737019294008,Out of Stock,30.0
C,6185.0,4.989849874633716,Out of Stock,39.0
C,5541.0,2.2202569918175814,In Stock,7.0
C,9933.0,3.846313644356802,Out of Stock,40.0
C,3528.0,4.685441756859109,Out of Stock,19.14
A,4323.0,3.6803715195529723,Out of Stock,45.0
D,1421.0,1.901802966139031,Out of Stock,49.0
B,8414.0,2.2901423590594594,Out of Stock,24.0
A,575.0,3.180869426375592,In Stock,40.0
C,5611.0,2.4013251603947707,Out of Stock,33.0
D,3767.0,2.9141145554113574,Out of Stock,33.0
D,9988.0,1.9061038548430025,Out of Stock,12.72
A,5666.0,2.8366771871128216,In Stock,49.0
C,9959.0,4.6229925445751405,In Stock,46.0
A,8091.0,2.23847511183858,In Stock,47.0
A,7967.0,3.7150568192563207,In Stock,42.0
B,1011.0,3.1505195801145547,Out of Stock,10.0
A,2593.0,1.1455198820092525,In Stock,43.0
D,9961.0,2.603816159663268,In Stock,28.2
D,9227.0,2.252049239744512,Out of Stock,9.0
B,7307.0,3.2942751306053877,In Stock,36.0
C,5364.0,3.7698769921682413,In Stock,29.0
C,1838.0,3.3811675728802784,Out of Stock,18.0
A,2694.818666666667,3.1852193809894898,In Stock,21.0
B,2997.0,1.1906524666363043,In Stock,16.0
A,2531.0,4.923267635553529,In Stock,30.0
A,2437.0,4.981286011728434,In Stock,18.76
C,3034.0,3.7693396638196175,Out of Stock,11.0
B,4573.0,1.8230936667496571,In Stock,5.0
C,2466.0,2.521499443938243,In Stock,44.0
B,2242.0,2.667202548997914,In Stock,13.0
C,7805.0,1.9925288111637487,In Stock,20.0
C,2527.0,4.841731762239563,Out of Stock,49.0
A,1378.0,3.4766697954209627,In Stock,44.0
C,6905.0,3.18773622438544,Out of Stock,35.0
C,4960.0,3.991063665027448,Out of Stock,31.0
B,5019.0,2.8431362188460754,Out of Stock,17.0
C,8568.0,2.269634937816817,In Stock,15.0
B,7198.0,3.3885478078852542,In Stock,18.0
B,4905.0,3.0158141247391774,Out of Stock,23.0
C,9922.0,4.966695979833901,In Stock,42.0
C,2774.0,3.008024908764406,In Stock,0.0
A,4519.0,4.487539498587778,In Stock,39.0
B,7967.0,2.546554780414135,In Stock,13.0
C,6551.0,3.1322632783960023,In Stock,28.0
C,3831.0,3.971501091387312,In Stock,19.0
C,2740.0,2.6559313710962944,In Stock,0.0
C,9069.0,3.109032828400131,In Stock,28.0
A,743.0,3.2666453009250938,In Stock,22.5
B,6891.098165084916,3.8266256840572375,In Stock,29.08
A,8725.0,3.85502097691188,In Stock,9.0
B,6703.0,3.0687722231347356,In Stock,9.0
A,4154.34,1.8028285225132024,Out of Stock,19.0
D,7842.0,3.5875890463626194,In Stock,16.0
A,6161.0,2.012897950373276,Out of Stock,18.0
C,6083.0,2.2334745161481906,Out of Stock,36.0
B,7025.0,4.430414663360271,In Stock,25.0
D,276.0,3.447754406015238,Out of Stock,3.0
C,4369.0,4.08384965154126,Out of Stock,8.0
A,6546.0,2.5441022348226436,In Stock,49.0
B,2810.0,2.9125953662049064,In Stock,47.0
D,5181.0,4.7391015158828615,In Stock,44.0
A,6848.0,4.927541879935664,Out of Stock,26.0
C,968.0,1.0460489719471595,In Stock,42.0
D,1999.0,3.6136907627431376,Out of Stock,20.0
B,7902.0,1.7399794082660036,Out of Stock,44.0
C,5369.0,2.534027998923825,Out of Stock,29.0
A,1138.0,4.7438746861252925,In Stock,4.0
B,9151.0,1.2258741719753914,In Stock,18.0
A,1351.0,2.7391381724901405,In Stock,3.0
C,3016.0,1.2469989657581504,In Stock,1.0
C,1132.0,2.043756275903754,Out of Stock,12.0
A,4874.0,3.4102887939586055,In Stock,20.0
D,3854.98,4.019948636447628,Out of Stock,5.0
C,1112.0,2.7084977270371478,Out of Stock,1.0
B,7446.0,3.4524127658048034,In Stock,42.0
A,4877.0,2.4301276350834957,In Stock,30.0
A,7769.0,3.2352100249594087,In Stock,45.0
A,4347.0,4.900050371878782,Out of Stock,25.0
D,5350.0,3.6559017449436233,Out of Stock,27.0
C,3150.0,2.2040782200869886,In Stock,7.0
C,7050.0,3.6966775031839445,In Stock,37.0
B,6363.0,3.740762109598029,Out of Stock,13.0
D,7639.0,2.7594483890833907,Out of Stock,33.0
B,1570.0,3.901696196119186,Out of Stock,39.0
C,3725.0,3.9718178224517686,In Stock,8.0
D,1253.0,2.1937275035581516,In Stock,24.0
A,4657.0,3.0562704737212556,In Stock,30.0
B,5411.0,3.617634040026408,Out of Stock,20.8
D,3130.0,3.0044215503530953,In Stock,3.0
D,4062.0,3.5196211072832964,Out of Stock,17.34
B,8524.0,4.136749330219498,Out of Stock,5.0
