Category,Price,Rating,Stock,Discount
A,1962.0,4.976201301561568,In Stock,6.0
C,2119.0,3.661720155583746,Out of Stock,40.0
C,1441.0,3.41463486419962,In Stock,43.0
B,6884.0,2.542968000033524,In Stock,49.0
D,2544.0,3.430879301999164,In Stock,38.333333333333336
B,6114.0,3.9585518448560877,In Stock,44.0
B,8117.0,3.8457173070751858,In Stock,45.0
C,5181.333333333333,2.581053762448872,Out of Stock,36.0
A,4077.0,4.350469147526202,Out of Stock,28.0
D,2877.0,3.1301621702727505,Out of Stock,49.0
B,8723.0,3.750973129417399,In Stock,41.0
C,8651.0,4.282273713935922,Out of Stock,2.0
C,3282.0,4.253134054479498,Out of Stock,40.0
D,9493.0,2.7804614226232114,Out of Stock,34.0
C,6578.0,3.125260769236996,Out of Stock,28.0
C,7187.0,3.025410368532873,In Stock,12.0
B,1435.0,2.80589503946924,Out of Stock,23.0
B,1561.0,2.8560894572721987,In Stock,6.0
C,2778.0,4.647670825820734,Out of Stock,43.0
A,4752.0,4.589987920715608,In Stock,1.0
C,4502.0,3.1726827657253254,In Stock,40.0
B,5097.666666666667,3.3758967649079152,In Stock,1.0
C,578.0,3.688162019635981,Out of Stock,36.0
B,3137.0,2.530595786094526,Out of Stock,49.0
C,7417.0,3.516107651706844,In Stock,43.0
C,8024.0,3.1997825558295823,Out of Stock,2.0
C,5250.0,2.708047046538997,Out of Stock,6.0
B,6554.0,1.7945929033487442,In Stock,29.0
B,7267.0,2.421729692180459,In Stock,24.0
C,6122.0,2.5677161236461608,In Stock,15.0
B,1362.0,3.9136540296959086,Out of Stock,32.666666666666664
C,6562.0,3.6193144852124495,Out of Stock,3.0
C,6879.0,2.079279135115979,In Stock,8.0
D,6117.0,4.858685977036779,Out of Stock,4.0
C,3182.0,4.874851836156545,In Stock,49.0
D,5427.0,4.438960709052574,Out of Stock,15.0
B,251.0,2.8891947406071172,Out of Stock,21.0
B,6250.0,3.918136641189434,Out of Stock,33.0
D,4580.0,1.5320901750433862,Out of Stock,39.0
B,9161.0,2.602243654999287,In Stock,49.0
C,5821.0,1.168690444136142,Out of Stock,17.0
C,9990.0,3.53237716718043,Out of Stock,19.0
C,4347.0,2.568984286425842,Out of Stock,3.0
D,2697.0,1.9174796816019517,In Stock,30.0
C,9160.0,4.392384246470518,Out of Stock,29.0
B,2072.0,4.263945746435232,In Stock,10.0
C,2122.0,4.86095167402677,Out of Stock,29.0
C,8731.0,4.460781395027918,Out of Stock,38.0
D,5031.0,3.955203655586136,In Stock,4.0
A,6557.0,3.4766675891986587,Out of Stock,32.0
C,3981.0,3.971046022694645,In Stock,41.0
B,9459.0,3.490351838179834,Out of Stock,42.0
C,3763.0,3.217989897209989,Out of Stock,13.0
A,2466.0,3.3413329729677064,In Stock,12.0
A,6348.0,2.3320491800464276,Out of Stock,29.0
C,6345.0,4.460781395027918,Out of Stock,4.0
C,4781.0,3.236473832492795,Out of Stock,3.0
B,8345.0,4.338996094951531,Out of Stock,41.0
A,5459.0,4.766712187497419,Out of Stock,33.0
A,8521.0,1.081564565083486,Out of Stock,40.0
B,2649.0,1.9854449132555,In Stock,25.0
B,3101.0,1.9228916950178256,Out of Stock,6.0
D,357.0,3.4766675891986587,Out of Stock,32.0
B,4299.0,2.938430507798154,In Stock,29.0
B,9799.0,3.8956114987747044,Out of Stock,34.0
A,8832.0,1.924041925108149,Out of Stock,17.0
A,8251.0,4.052873659464407,In Stock,28.0
A,1465.0,1.835877107956549,In Stock,30.0
A,9825.0,3.609795962916021,Out of Stock,22.0
B,6442.0,2.9146187711696316,In Stock,34.0
B,7624.0,3.6315245730829666,Out of Stock,5.0
B,4061.0,2.882858329954204,In Stock,28.0
C,190.0,3.299256390802229,In Stock,0.0
C,4643.0,3.193527428593516,In Stock,4.0
B,5219.0,4.209715866491138,Out of Stock,49.0
B,1197.0,1.3007193796865226,Out of Stock,21.666666666666668
B,8205.0,4.755317544912339,Out of Stock,35.0
B,3125.0,3.295946652014962,Out of Stock,36.0
D,7239.0,3.6103940069190337,In Stock,48.0
B,262.0,2.716291662791042,In Stock,36.0
B,7826.0,3.576635436154038,In Stock,6.0
C,8532.0,4.6303470713260335,In Stock,42.0
D,4625.0,1.718143163550882,In Stock,36.0
B,4668.0,1.7613833832587744,In Stock,23.0
A,5268.0,2.6677301708267485,In Stock,48.0
C,249.0,2.0809167459930693,Out of Stock,15.0
C,5908.0,3.9190617158467216,In Stock,42.0
B,9697.0,2.6165434190192594,Out of Stock,26.0
B,8458.0,2.9824241378577088,In Stock,18.0
C,4741.0,3.7503846805634566,In Stock,27.0
A,6943.0,3.930819882042887,In Stock,42.0
B,4130.0,2.8129381853771167,Out of Stock,11.0
B,758.0,1.24949775543227,In Stock,28.0
B,3169.0,2.619334913499717,In Stock,25.0
C,7953.0,1.572071265516846,In Stock,39.0
B,8793.0,3.006402453214005,Out of Stock,6.0
D,9114.0,3.8086492868882,In Stock,27.0
C,8893.0,2.5193505429065683,In Stock,19.0
A,8713.0,2.3809932611851488,In Stock,30.0
A,1269.0,3.3704500946731777,In Stock,38.0
C,8069.0,3.287438774763537,In Stock,31.0
D,6751.0,2.337782569158563,Out of Stock,2.0
C,4970.0,2.365565206916858,Out of Stock,5.0
C,2323.0,2.99938563499258,Out of Stock,34.333333333333336
A,6074.333333333333,2.1034115500986945,In Stock,0.0
A,5515.0,4.709544999960464,Out of Stock,22.666666666666668
C,8846.0,1.3640831526286097,Out of Stock,4.0
C,2584.0,3.3519308331502082,Out of Stock,1.0
C,7911.0,2.7657386196907554,Out of Stock,37.0
D,6799.0,3.4601306939500915,Out of Stock,29.0
B,4620.0,4.340548431791186,Out of Stock,10.0
B,9424.0,1.0760737682485182,Out of Stock,22.666666666666668
B,8409.0,1.696635601842893,Out of Stock,29.0
B,9063.0,3.624530680172045,Out of Stock,34.666666666666664
B,8405.0,1.2189362743316066,In Stock,48.0
C,8070.0,4.220245876716987,Out of Stock,20.0
D,7564.0,2.576792877375157,In Stock,35.0
D,8555.0,2.3813933482220966,Out of Stock,22.0
C,1870.0,2.5777265158921865,In Stock,32.0
B,6864.0,2.8934828195730478,In Stock,10.0
C,439.0,2.364554354883883,In Stock,0.0
A,1425.0,1.8037601301099573,In Stock,15.0
D,1612.0,3.032991895982947,In Stock,16.0
C,1894.0,2.32948814776713,Out of Stock,21.666666666666668
C,8975.0,4.469736333901759,Out of Stock,32.0
C,807.0,2.98325572560968,Out of Stock,13.0
C,2297.0,2.0519634120947496,Out of Stock,21.0
B,7800.0,2.628826083227393,Out of Stock,5.0
B,1493.0,3.3836236749501865,Out of Stock,45.0
C,2602.0,2.2345273197709736,In Stock,0.0
D,5381.0,4.767811269419312,Out of Stock,10.0
B,5429.0,1.746249651651913,In Stock,6.0
B,734.0,3.8119912407956136,In Stock,10.0
B,3365.0,4.175149077636549,In Stock,29.0
D,9318.0,3.319298848791882,In Stock,18.0
C,5220.0,3.3433778816486828,In Stock,0.0
B,381.0,3.0932853971576586,In Stock,17.0
C,8707.0,4.460781395027918,Out of Stock,39.0
B,3604.0,3.9731865435812797,In Stock,17.0
C,5078.0,4.391163208162469,Out of Stock,6.0
B,8070.0,3.3226077410704753,In Stock,28.0
C,721.0,1.5257263069074771,Out of Stock,12.666666666666666
C,6921.0,4.169554556190547,Out of Stock,37.0
D,2622.0,3.3942931701953647,Out of Stock,22.0
C,7231.0,2.934559667209299,Out of Stock,6.0
C,340.0,4.560204588821006,Out of Stock,27.0
C,9212.0,3.127875088928026,In Stock,0.0
C,6472.0,4.124862836460635,Out of Stock,27.0
C,3978.0,3.7037584690546326,Out of Stock,19.0
C,5746.0,4.563330281928198,Out of Stock,2.0
B,3956.0,3.4559452367626182,Out of Stock,23.0
D,8757.0,2.7977071171105927,In Stock,49.0
B,2820.0,3.0889237473550524,In Stock,21.0
D,2001.0,4.460781395027918,Out of Stock,23.0
B,412.0,3.760118968243407,Out of Stock,21.0
D,6675.0,4.423639846377736,In Stock,43.0
A,4317.0,4.163585286475848,Out of Stock,13.0
C,8507.0,4.575949016312601,Out of Stock,41.0
C,6784.0,2.0879591139976266,Out of Stock,13.0
C,7635.0,4.2714172051585715,Out of Stock,5.0
C,9529.0,1.4609563879698744,In Stock,31.0
B,1595.0,1.306888078818401,In Stock,37.0
C,5669.0,4.460781395027918,Out of Stock,38.0
C,5861.0,1.4703921216572344,Out of Stock,40.0
B,2349.0,3.727359694226235,Out of Stock,48.0
C,5766.0,3.7022944095131893,Out of Stock,3.0
B,7362.0,4.595330885623217,Out of Stock,33.0
B,3256.0,2.771753928779113,In Stock,45.0
B,9284.0,3.984484847343366,Out of Stock,45.0
C,8597.0,3.517120302288795,In Stock,23.0
C,4405.0,1.1026822552674769,Out of Stock,33.0
C,2117.0,3.8892091575305323,Out of Stock,45.0
A,8642.0,4.216123667992007,In Stock,43.0
C,2202.0,2.7051097888606708,Out of Stock,3.0
A,6022.0,2.6025821497910933,In Stock,48.0
C,8132.0,2.7658498345678497,In Stock,15.0
B,3170.0,2.1988624853534624,In Stock,18.0
C,2608.0,1.8730838175058309,In Stock,8.0
B,9544.0,1.508629504337426,In Stock,47.0
B,6220.0,1.4109864352582258,Out of Stock,32.0
B,1959.0,4.96277529037139,Out of Stock,45.0
A,1403.0,3.3597864666306534,In Stock,33.666666666666664
C,3713.0,4.460781395027918,Out of Stock,32.0
C,6148.0,2.79782825479484,Out of Stock,3.0
B,3862.0,3.813108432235004,Out of Stock,22.0
D,9438.0,3.69118375024206,Out of Stock,36.0
B,395.0,4.144567845455483,In Stock,24.0
B,6080.0,4.13238174203871,Out of Stock,18.0
C,5296.0,2.7415569027617632,Out of Stock,34.0
C,5348.0,1.5872258080389408,Out of Stock,31.0
D,6248.0,2.889130250465094,Out of Stock,39.0
C,8369.0,1.7741515707532138,In Stock,44.0
B,3155.0,2.7562541960267173,In Stock,6.0
B,2539.0,4.055387581320285,In Stock,9.0
C,3112.0,4.0587113513998645,Out of Stock,16.0
D,2489.0,4.668760788357387,In Stock,42.0
B,5533.0,3.524116595104855,In Stock,34.0
C,8603.0,1.8951382789439115,Out of Stock,35.0
B,6989.0,4.262871618461268,Out of Stock,10.0
D,3064.0,1.783514835878143,Out of Stock,22.0
B,176.0,4.5512093947767625,Out of Stock,33.0
C,8159.0,3.09958403972783,Out of Stock,31.0
A,5080.0,2.1172213117371106,Out of Stock,1.0
B,5642.0,2.3665805585340767,Out of Stock,28.0
C,7027.0,1.8155938044552264,In Stock,14.666666666666666
C,8407.0,1.1340181503447693,Out of Stock,38.0
C,878.0,3.695738209804397,In Stock,41.0
B,2546.0,1.1583134665091674,Out of Stock,34.0
C,9537.0,4.460781395027918,Out of Stock,25.0
C,9600.0,3.316477940525572,In Stock,32.0
C,7194.0,3.3294326510510706,Out of Stock,38.0
B,6968.0,3.739367232964894,Out of Stock,28.666666666666668
C,6292.0,1.1557269813348965,Out of Stock,17.0
C,4870.0,4.270550353220018,Out of Stock,14.0
B,6737.0,3.566818107282444,In Stock,38.0
B,250.0,1.4368825660019104,In Stock,30.0
C,4772.0,3.4263169803936875,Out of Stock,7.0
C,312.0,1.5370201492971782,Out of Stock,39.0
D,8394.0,1.8188132957807648,Out of Stock,22.0
B,1421.0,4.23336229004081,Out of Stock,17.333333333333332
B,8693.0,3.186790808579415,In Stock,24.0
B,2846.0,3.6408580302425873,Out of Stock,6.0
B,3671.0,2.267100980979565,Out of Stock,47.0
C,766.0,3.45755283587473,In Stock,19.0
C,615.0,4.3919489800539955,Out of Stock,2.0
B,4309.0,4.460781395027918,Out of Stock,17.0
C,2947.0,1.093895333353871,Out of Stock,26.333333333333332
C,2841.0,2.5109712361162835,In Stock,40.0
B,3923.0,1.4750528082467311,In Stock,10.0
C,5658.0,3.963020662718985,In Stock,29.0
C,6759.0,3.4987509457357575,Out of Stock,35.0
C,685.0,4.460781395027918,Out of Stock,24.0
B,5206.0,2.5445191893790686,Out of Stock,35.0
C,5814.0,4.155485925483445,Out of Stock,12.0
C,1419.0,2.3755719081128803,In Stock,1.0
A,6016.0,1.844219155421802,In Stock,1.0
B,5961.0,2.0098984191637665,In Stock,18.0
B,9489.0,3.315311023510531,In Stock,5.0
C,1558.0,2.629960630355001,Out of Stock,12.0
B,3892.0,1.9802288812656696,In Stock,6.0
C,6904.0,3.21670558061598,Out of Stock,36.0
C,663.0,3.084386434089388,Out of Stock,5.0
A,1910.0,4.817531508955957,In Stock,14.666666666666666
C,2804.0,1.3541939976991424,Out of Stock,35.0
D,8625.0,4.025419857361529,Out of Stock,36.0
C,8800.0,4.3667865198588895,Out of Stock,26.0
C,3689.0,4.460781395027918,Out of Stock,3.0
A,6869.0,3.010511245777053,Out of Stock,49.0
B,3601.0,3.0780796206229284,In Stock,22.0
B,6657.0,2.267100980979565,Out of Stock,47.0
C,4755.333333333333,2.898781457852646,Out of Stock,35.0
D,5146.0,3.49606863636078,In Stock,10.0
B,4242.0,3.993229233892656,Out of Stock,47.0
B,7098.0,1.3018533062171231,In Stock,23.0
A,3348.0,3.571116499953226,In Stock,16.0
C,4592.0,4.460781395027918,Out of Stock,25.0
A,7005.0,3.362773184217609,Out of Stock,22.0
A,5074.0,4.177560069819614,Out of Stock,41.0
A,9602.0,3.9116448841273836,In Stock,31.0
B,3742.0,4.209122065619451,In Stock,19.0
D,454.0,3.999657764229626,Out of Stock,32.0
C,4903.0,4.615306042277187,Out of Stock,39.0
D,9658.0,4.2675794071783715,Out of Stock,15.0
B,4198.0,3.4601306939500915,Out of Stock,29.0
A,6336.0,3.648349511115054,In Stock,11.0
C,9794.0,4.433559680432691,In Stock,39.0
D,2201.0,2.785120272845717,In Stock,25.0
C,5323.0,4.0587113513998645,Out of Stock,16.0
A,9152.0,4.768849526844075,Out of Stock,11.0
C,5420.0,3.437183259076903,Out of Stock,21.0
D,4763.0,4.163585286475848,Out of Stock,11.0
B,247.0,4.0891438056869065,In Stock,32.0
C,2060.0,4.743226107544174,Out of Stock,36.0
A,3372.0,3.5487967042263313,In Stock,5.0
D,8544.0,2.3566860290625935,In Stock,29.0
C,4763.666666666667,2.7496915685502095,In Stock,47.0
C,3299.0,3.004898449740812,Out of Stock,32.0
C,2107.0,4.460781395027918,Out of Stock,11.0
C,6765.0,3.4017721001746715,Out of Stock,35.0
C,1853.0,4.460781395027918,Out of Stock,11.0
C,8773.0,3.892084161133099,Out of Stock,32.0
B,6671.0,3.3662232564866983,In Stock,30.0
C,8398.0,3.407813914668218,Out of Stock,4.0
D,8742.0,3.297427426923187,Out of Stock,4.0
D,8334.0,2.562769446410627,In Stock,16.0
B,2790.0,3.6056794547338704,In Stock,27.333333333333332
B,6781.0,1.4635652813686246,Out of Stock,21.0
C,1215.0,2.382519172332373,In Stock,30.0
A,3789.6666666666665,3.2840319326131184,In Stock,14.0
C,8857.0,3.951365857605935,In Stock,15.0
D,2882.0,3.691887480565236,Out of Stock,15.333333333333334
B,6234.0,3.3226077410704753,In Stock,28.0
C,1214.0,1.4889967970912377,In Stock,4.0
A,6991.0,1.0991491374509073,In Stock,21.0
C,3364.0,3.7022944095131898,Out of Stock,3.0
C,8785.0,1.231135979753843,Out of Stock,11.0
C,7313.0,2.20388589977225,Out of Stock,1.0
B,9999.0,1.8349540527482608,In Stock,30.0
B,8760.0,2.7977071171105927,In Stock,49.0
B,7933.0,2.9004920310435445,In Stock,36.0
D,6092.0,2.596015227920722,Out of Stock,39.0
B,5178.0,3.33510540123526,In Stock,20.0
D,8863.0,2.515734141170443,Out of Stock,24.333333333333332
D,8514.0,4.704094088630431,Out of Stock,46.0
A,7939.0,1.8201379880557416,Out of Stock,48.0
A,1439.0,1.49980892352359,In Stock,28.0
C,6981.0,4.460781395027918,Out of Stock,24.0
C,7682.0,2.309511396277151,Out of Stock,22.0
C,5937.0,3.3145162763198237,In Stock,32.333333333333336
A,185.0,4.677649260860142,Out of Stock,9.0
C,5796.0,3.9585518448560877,In Stock,44.0
B,3646.0,4.460781395027918,Out of Stock,33.0
B,6547.0,3.590183980800087,Out of Stock,6.0
B,1523.0,1.246447333974714,Out of Stock,22.0
B,9483.0,2.8233289222448383,In Stock,27.333333333333332
C,9045.0,4.093112652123445,Out of Stock,39.0
C,7897.0,3.5444833784927368,In Stock,27.0
C,7384.0,4.460781395027918,Out of Stock,24.0
A,597.0,4.014034220117649,Out of Stock,40.0
C,6194.0,3.223523933580829,In Stock,14.0
B,1454.0,2.956023332983556,In Stock,37.0
B,8628.0,2.9427437188517125,Out of Stock,14.0
D,7773.333333333333,2.5202481072968266,In Stock,43.0
A,1401.0,2.834753571282134,In Stock,16.0
D,9590.0,3.3716692080597235,In Stock,41.0
C,4467.0,3.3433778816486828,In Stock,0.0
B,8003.0,1.2719634103923183,Out of Stock,5.0
B,5934.0,2.0098984191637665,In Stock,18.0
B,2861.0,4.204148109144644,In Stock,27.333333333333332
B,5376.0,1.729144769710075,Out of Stock,8.0
B,4887.0,2.4664907538143566,Out of Stock,23.0
B,3204.0,3.0852183136217635,In Stock,35.0
B,8557.0,4.262871618461267,Out of Stock,10.0
D,3152.0,1.5743799713874789,In Stock,6.0
B,1386.0,3.4010631455633358,In Stock,23.0
D,6728.0,3.4823178778245567,In Stock,39.0
B,2194.0,1.0642261261459067,Out of Stock,22.0
B,7452.0,2.7453273522052553,In Stock,14.0
A,5192.0,1.6641113816121256,Out of Stock,29.333333333333332
C,9782.0,2.47108086246004,In Stock,22.0
C,7433.0,2.629960630355001,Out of Stock,12.0
B,5036.0,2.469881730721669,Out of Stock,32.666666666666664
B,4740.0,4.6781824752408925,Out of Stock,42.0
D,1263.0,3.544718526103882,In Stock,38.666666666666664
D,8357.0,1.7571129612090046,In Stock,37.0
C,4883.0,3.356603181776897,In Stock,20.0
C,8437.0,3.876005948019308,Out of Stock,21.0
B,3543.0,3.545775898544579,In Stock,6.0
C,6441.0,3.127875088928026,In Stock,0.0
A,8882.0,3.3226077410704753,In Stock,28.0
D,731.0,3.3337930212572253,In Stock,16.0
B,9812.0,3.75916033493222,In Stock,25.0
B,7728.0,3.422209755291833,In Stock,45.0
D,1824.0,1.0909424221396071,In Stock,3.0
B,3447.0,3.930487872774909,Out of Stock,45.0
C,7622.0,2.701567654531968,In Stock,15.0
B,3420.0,1.1848571459127912,In Stock,19.0
B,8741.0,3.932441093684445,Out of Stock,22.666666666666668
C,3074.0,2.4412955703148542,Out of Stock,3.0
B,5796.0,1.1215558829452807,In Stock,32.0
A,3745.0,4.205694490998896,In Stock,9.0
C,3042.0,4.0587113513998645,Out of Stock,16.0
B,2400.0,1.3811725819930412,Out of Stock,34.0
C,4096.0,4.258248096136083,In Stock,42.0
C,4157.0,3.997586970647775,Out of Stock,30.0
C,5339.0,4.460781395027918,Out of Stock,39.0
D,4602.0,3.470018989304347,Out of Stock,17.0
D,1966.0,4.343531411256285,In Stock,4.0
D,7406.0,3.6641339490192313,In Stock,26.0
C,2708.0,4.139442600627813,In Stock,44.0
B,6016.666666666667,1.0658018308663384,In Stock,7.0
D,1222.0,3.0746843423266164,Out of Stock,49.0
B,3681.0,3.785075269138847,Out of Stock,8.0
B,8110.0,1.9875221440073156,Out of Stock,48.0
D,9430.0,1.948900071416542,In Stock,15.0
A,1328.0,3.997586970647775,Out of Stock,30.0
C,6185.0,4.989849874633716,Out of Stock,39.0
B,5541.0,2.539125154325259,In Stock,7.0
C,9933.0,4.0061787679454115,Out of Stock,40.0
C,3528.0,4.685441756859109,In Stock,10.0
B,4323.0,4.025763562587742,Out of Stock,45.0
B,1421.0,1.901802966139031,Out of Stock,49.0
B,8414.0,2.421729692180459,In Stock,24.0
C,575.0,3.180869426375592,In Stock,40.0
B,5611.0,4.766712187497419,Out of Stock,33.0
D,3767.0,4.766712187497419,Out of Stock,33.0
D,9988.0,1.9061038548430025,In Stock,32.0
B,5666.0,2.8366771871128216,In Stock,49.0
B,9959.0,4.6229925445751405,In Stock,46.0
B,8091.0,2.23847511183858,Out of Stock,47.0
A,7967.0,3.7150568192563207,In Stock,42.0
B,1011.0,3.1505195801145547,Out of Stock,10.0
A,2593.0,1.1455198820092525,In Stock,43.0
B,9961.0,2.603816159663268,Out of Stock,37.666666666666664
D,9227.0,2.252049239744512,In Stock,9.0
B,7307.0,2.317755178356705,Out of Stock,36.0
B,5364.0,2.0747331470957486,In Stock,29.0
B,1838.0,3.3811675728802784,Out of Stock,18.0
C,8420.666666666666,3.1852193809894898,In Stock,21.0
B,2997.0,1.1906524666363043,In Stock,16.0
C,2531.0,4.923267635553529,Out of Stock,30.0
B,2437.0,4.981286011728434,In Stock,20.666666666666668
C,3034.0,3.7693396638196175,Out of Stock,11.0
B,4573.0,1.8230936667496571,In Stock,5.0
C,2466.0,2.521499443938243,In Stock,44.0
B,2242.0,3.616792676814472,In Stock,13.0
B,7805.0,2.7955815120567507,Out of Stock,20.0
B,2527.0,4.841731762239563,Out of Stock,49.0
C,1378.0,3.9585518448560877,In Stock,44.0
B,6905.0,2.5445191893790686,Out of Stock,35.0
C,4960.0,3.991063665027448,Out of Stock,31.0
B,5019.0,4.460781395027918,Out of Stock,17.0
C,8568.0,2.269634937816817,In Stock,15.0
B,7198.0,2.0776519187249445,Out of Stock,18.0
B,4905.0,4.353300662808167,Out of Stock,23.0
C,9922.0,4.966695979833901,In Stock,42.0
C,2774.0,1.6780572461227383,In Stock,0.0
A,4519.0,4.487539498587778,In Stock,39.0
C,7967.0,3.025410368532873,In Stock,13.0
B,6551.0,2.9565213879558634,Out of Stock,28.0
C,3831.0,3.971501091387312,Out of Stock,19.0
C,2740.0,3.127875088928026,In Stock,0.0
C,9069.0,3.3226077410704753,In Stock,28.0
B,743.0,3.2666453009250938,In Stock,31.666666666666668
C,5016.970630372492,3.0382925191086185,In Stock,24.516624685138538
A,8725.0,3.85502097691188,In Stock,9.0
B,6703.0,3.739464976885452,In Stock,9.0
B,5504.0,1.8028285225132024,Out of Stock,19.0
D,7842.0,3.5875890463626194,In Stock,16.0
A,6161.0,2.012897950373276,Out of Stock,18.0
C,6083.0,2.2334745161481906,Out of Stock,36.0
C,7025.0,4.430414663360271,Out of Stock,25.0
C,276.0,3.447754406015238,Out of Stock,3.0
C,4369.0,4.08384965154126,Out of Stock,8.0
B,6546.0,2.542968000033524,In Stock,49.0
B,2810.0,2.9125953662049064,In Stock,47.0
C,5181.0,3.9585518448560877,In Stock,44.0
A,6848.0,4.927541879935664,Out of Stock,26.0
C,968.0,1.0460489719471595,In Stock,42.0
D,1999.0,3.6136907627431376,Out of Stock,20.0
B,7902.0,1.7399794082660036,In Stock,44.0
C,5369.0,2.476892806035792,Out of Stock,29.0
A,1138.0,4.7438746861252925,In Stock,4.0
B,9151.0,1.2258741719753914,In Stock,18.0
C,1351.0,2.7391381724901405,In Stock,3.0
C,3016.0,1.2469989657581504,In Stock,1.0
C,1132.0,2.043756275903754,Out of Stock,12.0
B,4874.0,3.6190828665585744,In Stock,20.0
D,3950.3333333333335,4.019948636447628,Out of Stock,5.0
C,1112.0,2.4193886924929067,Out of Stock,1.0
C,7446.0,3.9190617158467216,In Stock,42.0
C,4877.0,3.3662232564866983,In Stock,30.0
A,7769.0,3.8471401271152694,Out of Stock,45.0
A,4347.0,4.900050371878782,Out of Stock,25.0
C,5350.0,4.350469147526202,Out of Stock,27.0
C,3150.0,2.147721284033516,Out of Stock,7.0
C,7050.0,2.956023332983557,In Stock,37.0
B,6363.0,3.740762109598029,Out of Stock,13.0
B,7639.0,4.595330885623217,Out of Stock,33.0
B,1570.0,3.901696196119186,Out of Stock,39.0
C,3725.0,3.9718178224517686,Out of Stock,8.0
