Category,Price,Rating,Stock,Discount
C,5016.947504212509,3.0285632641345934,In Stock,1.0
B,578.0,3.688162019635981,Out of Stock,36.0
C,3137.0,2.530595786094526,Out of Stock,49.0
C,7417.0,3.516107651706844,In Stock,43.0
C,8024.0,3.0542362234570994,Out of Stock,2.0
C,5250.0,3.0325606178877087,Out of Stock,6.0
C,6554.0,3.0528341951109366,In Stock,29.0
C,7267.0,3.056798587195596,In Stock,24.0
C,6122.0,2.5677161236461608,In Stock,15.0
B,1362.0,3.9136540296959086,Out of Stock,24.345668531195532
C,6562.0,3.6193144852124495,Out of Stock,3.0
C,6879.0,3.0470341155353844,In Stock,8.0
D,6117.0,4.858685977036779,Out of Stock,4.0
C,3182.0,4.874851836156545,In Stock,49.0
C,5427.0,3.037707151581795,Out of Stock,15.0
B,251.0,2.996639784858955,Out of Stock,21.0
C,6250.0,3.051900782060272,In Stock,33.0
D,4580.0,1.5320901750433862,In Stock,39.0
C,9161.0,2.602243654999287,In Stock,49.0
C,5821.0,1.168690444136142,Out of Stock,17.0
C,9990.0,3.0776629733574983,Out of Stock,19.0
C,4347.0,2.568984286425842,Out of Stock,3.0
D,2697.0,1.9174796816019517,In Stock,30.0
C,9160.0,4.392384246470518,Out of Stock,29.0
B,2072.0,3.007481930161973,Out of Stock,10.0
C,2122.0,4.86095167402677,Out of Stock,29.0
C,8731.0,3.07478382619693,Out of Stock,38.0
D,5031.0,3.02986919399433,In Stock,4.0
A,6557.0,3.0541167387510306,Out of Stock,32.0
C,3981.0,3.0360794322166695,In Stock,41.0
C,9459.0,3.490351838179834,Out of Stock,42.0
C,3763.0,3.022903923993133,Out of Stock,13.0
A,2466.0,3.01163065121123,Out of Stock,12.0
A,6348.0,3.0511318611839067,In Stock,29.0
C,6345.0,3.0409627578461067,Out of Stock,4.0
C,4781.0,3.236473832492795,Out of Stock,3.0
B,8345.0,3.0727660946503876,Out of Stock,41.0
A,5459.0,3.0452972655288315,Out of Stock,33.0
A,8521.0,1.081564565083486,Out of Stock,40.0
C,2649.0,1.9854449132555,In Stock,25.0
C,3101.0,1.9228916950178256,Out of Stock,6.0
D,357.0,3.0019726737528836,Out of Stock,32.0
B,4299.0,2.938430507798154,In Stock,29.0
C,9799.0,3.0821357707278487,Out of Stock,34.0
A,8832.0,3.0671389102834343,In Stock,17.0
A,8251.0,4.052873659464407,In Stock,28.0
A,1465.0,1.835877107956549,Out of Stock,24.350472141713134
A,9825.0,3.0775205823641314,Out of Stock,22.0
C,6442.0,3.05390595321838,In Stock,34.0
B,7624.0,3.0521097912851696,Out of Stock,5.0
B,4061.0,2.882858329954204,In Stock,28.0
B,190.0,2.987605427481408,In Stock,0.0
C,4643.0,3.193527428593516,In Stock,4.0
C,5219.0,3.0497352265390147,Out of Stock,49.0
B,1197.0,1.3007193796865226,Out of Stock,24.337947644649557
B,8205.0,4.755317544912339,Out of Stock,35.0
C,3125.0,3.295946652014962,In Stock,24.428023881168357
D,7239.0,3.6103940069190337,In Stock,48.0
B,262.0,3.0027961950237443,In Stock,36.0
C,7826.0,3.576635436154038,In Stock,6.0
C,8532.0,4.6303470713260335,In Stock,42.0
D,4625.0,1.718143163550882,In Stock,36.0
C,4668.0,1.7613833832587744,In Stock,23.0
A,5268.0,3.049756214600948,In Stock,48.0
C,249.0,2.0809167459930693,Out of Stock,15.0
C,5908.0,3.052660959845267,In Stock,42.0
B,9697.0,3.0780336639253507,In Stock,26.0
B,8458.0,3.0643700640709906,In Stock,18.0
C,4741.0,3.036792389201852,In Stock,27.0
A,6943.0,3.0613974927812984,In Stock,42.0
C,5016.9573517416065,3.0326284812275865,Out of Stock,11.0
B,758.0,1.24949775543227,In Stock,28.0
C,3169.0,2.619334913499717,In Stock,25.0
C,7953.0,1.572071265516846,In Stock,39.0
C,8793.0,3.006402453214005,Out of Stock,6.0
D,9114.0,3.0734904876740825,In Stock,27.0
C,8893.0,2.5193505429065683,In Stock,24.697465831660416
A,8713.0,2.3809932611851488,In Stock,30.0
A,1269.0,3.0120949740571743,In Stock,38.0
C,8069.0,3.0663593921651873,In Stock,31.0
D,6751.0,2.337782569158563,Out of Stock,2.0
C,4970.0,2.365565206916858,Out of Stock,5.0
C,2323.0,3.0154208981847304,Out of Stock,24.39055838380607
C,5016.946509501486,3.028171807124839,Out of Stock,0.0
A,5515.0,4.709544999960464,Out of Stock,24.53967353212009
C,8846.0,1.3640831526286097,Out of Stock,4.0
C,2584.0,3.00814994837166,Out of Stock,1.0
C,7911.0,2.7657386196907554,Out of Stock,37.0
D,6799.0,3.054878411539398,Out of Stock,29.0
C,4620.0,4.340548431791186,Out of Stock,10.0
C,9424.0,1.0760737682485182,Out of Stock,24.722258192369633
C,8409.0,1.696635601842893,Out of Stock,29.0
C,9063.0,3.624530680172045,Out of Stock,24.705407471275436
C,8405.0,1.2189362743316066,In Stock,48.0
C,8070.0,4.220245876716987,In Stock,20.0
D,7564.0,2.576792877375157,In Stock,35.0
D,8555.0,2.3813933482220966,Out of Stock,22.0
B,1870.0,3.0146848459665927,In Stock,32.0
C,6864.0,2.8934828195730478,Out of Stock,10.0
C,439.0,2.364554354883883,In Stock,0.0
A,1425.0,1.8037601301099573,In Stock,15.0
B,1612.0,3.032991895982947,In Stock,16.0
B,1894.0,2.32948814776713,Out of Stock,24.370512113259046
C,8975.0,4.469736333901759,Out of Stock,32.0
B,807.0,2.9980697444734705,Out of Stock,13.0
C,2297.0,3.013833068414734,Out of Stock,21.0
C,7800.0,3.0535787343884144,Out of Stock,5.0
B,1493.0,3.3836236749501865,Out of Stock,45.0
C,2602.0,3.0078693827880274,In Stock,0.0
D,5381.0,4.767811269419312,Out of Stock,10.0
B,5429.0,1.746249651651913,In Stock,6.0
B,734.0,2.9962410194051032,Out of Stock,10.0
B,3365.0,4.175149077636549,In Stock,29.0
D,9318.0,3.319298848791882,In Stock,18.0
C,5220.0,3.029864007577716,In Stock,0.0
B,381.0,3.0932853971576586,In Stock,17.0
C,8707.0,3.074987357949569,Out of Stock,39.0
C,3604.0,3.023175267102923,In Stock,17.0
C,5078.0,4.391163208162469,Out of Stock,6.0
C,8070.0,3.0651523040271846,In Stock,28.0
C,721.0,3.001922765345418,Out of Stock,24.315723422000204
C,6921.0,3.059172295260071,Out of Stock,37.0
D,2622.0,3.0169367471733937,Out of Stock,22.0
C,7231.0,3.049194585174664,Out of Stock,6.0
B,340.0,2.999831654704476,Out of Stock,27.0
C,9212.0,3.0633930623067593,In Stock,0.0
C,6472.0,3.0513260368406625,In Stock,27.0
C,3978.0,3.027154308638014,Out of Stock,19.0
C,5746.0,3.035120047954684,Out of Stock,2.0
C,3956.0,3.4559452367626182,In Stock,23.0
D,8757.0,3.079404809929244,In Stock,49.0
C,2820.0,3.0889237473550524,Out of Stock,21.0
D,2001.0,3.0121379560462387,Out of Stock,23.0
B,412.0,3.760118968243407,Out of Stock,21.0
C,6675.0,3.059522764565816,In Stock,43.0
A,4317.0,3.027599708623929,Out of Stock,13.0
C,8507.0,4.575949016312601,Out of Stock,41.0
C,6784.0,2.0879591139976266,Out of Stock,13.0
C,7635.0,3.052205608534441,Out of Stock,5.0
C,9529.0,1.4609563879698744,In Stock,31.0
B,1595.0,1.306888078818401,In Stock,37.0
C,5669.0,3.0490590205796546,Out of Stock,38.0
C,5861.0,1.4703921216572344,Out of Stock,40.0
C,2349.0,3.0252183089417013,Out of Stock,48.0
C,5766.0,3.035693237266813,Out of Stock,3.0
C,7362.0,3.061256619568249,Out of Stock,33.0
C,3256.0,2.771753928779113,In Stock,45.0
C,9284.0,3.0822658916561436,Out of Stock,45.0
C,8597.0,3.517120302288795,In Stock,23.0
C,4405.0,1.1026822552674769,In Stock,33.0
C,2117.0,3.0220310589566393,In Stock,45.0
A,8642.0,3.0760636349399775,In Stock,43.0
C,5016.949485521589,3.0293912655730475,Out of Stock,3.0
A,6022.0,3.0560780232775704,In Stock,48.0
C,8132.0,2.7658498345678497,In Stock,15.0
C,3170.0,2.1988624853534624,In Stock,18.0
C,2608.0,1.8730838175058309,In Stock,8.0
C,9544.0,1.508629504337426,In Stock,47.0
C,6220.0,1.4109864352582258,In Stock,32.0
B,1959.0,4.96277529037139,Out of Stock,45.0
A,1403.0,3.007702639708229,Out of Stock,24.34758196499572
C,3713.0,3.0301950829063182,Out of Stock,32.0
C,6148.0,3.0388895343327347,Out of Stock,3.0
C,3862.0,3.813108432235004,Out of Stock,22.0
D,9438.0,3.69118375024206,Out of Stock,36.0
B,395.0,2.99906129518669,In Stock,24.0
C,6080.0,4.13238174203871,Out of Stock,18.0
C,5296.0,2.7415569027617632,Out of Stock,34.0
C,5348.0,1.5872258080389408,Out of Stock,31.0
C,6248.0,2.889130250465094,In Stock,39.0
C,8369.0,1.7741515707532138,In Stock,44.0
C,3155.0,2.7562541960267173,In Stock,6.0
C,2539.0,3.0110001833543376,Out of Stock,9.0
C,3112.0,3.018663286316413,Out of Stock,16.0
D,2489.0,4.668760788357387,In Stock,42.0
C,5533.0,3.0462691640916315,In Stock,34.0
C,8603.0,1.8951382789439115,Out of Stock,35.0
C,6989.0,3.0488041792000877,Out of Stock,10.0
D,3064.0,1.783514835878143,Out of Stock,22.0
B,176.0,3.000884819056903,Out of Stock,33.0
C,8159.0,3.09958403972783,Out of Stock,31.0
A,5080.0,2.1172213117371106,Out of Stock,1.0
C,5642.0,3.044767085124135,In Stock,28.0
C,7027.0,1.8155938044552264,In Stock,24.61029495954954
C,8407.0,1.1340181503447693,Out of Stock,38.0
B,878.0,3.010010264743898,In Stock,41.0
C,2546.0,1.1583134665091674,Out of Stock,34.0
C,9537.0,3.076288159648726,Out of Stock,25.0
C,9600.0,3.316477940525572,In Stock,32.0
C,7194.0,3.3294326510510706,In Stock,38.0
C,6968.0,3.739367232964894,In Stock,24.60754596265182
C,6292.0,1.1557269813348965,Out of Stock,17.0
C,4870.0,3.032613492295691,Out of Stock,14.0
C,6737.0,3.0580179242867067,In Stock,38.0
B,250.0,1.4368825660019104,In Stock,30.0
C,5016.9534780364565,3.4263169803936875,Out of Stock,7.0
B,312.0,1.5370201492971782,In Stock,39.0
D,8394.0,1.8188132957807648,Out of Stock,22.0
B,1421.0,4.23336229004081,Out of Stock,24.348428859172966
C,8693.0,3.186790808579415,In Stock,24.0
C,2846.0,3.6408580302425873,Out of Stock,6.0
C,3671.0,3.035905899315189,In Stock,47.0
C,766.0,3.45755283587473,Out of Stock,19.0
B,615.0,2.9920129357331815,Out of Stock,2.0
C,4309.0,3.029124815344915,Out of Stock,17.0
C,2947.0,1.093895333353871,Out of Stock,24.41969516699474
C,2841.0,2.5109712361162835,In Stock,40.0
B,3923.0,1.4750528082467311,In Stock,10.0
C,5658.0,3.963020662718985,In Stock,29.0
C,6759.0,3.057000957039043,Out of Stock,35.0
B,685.0,3.0015146165770354,Out of Stock,24.0
C,5206.0,3.0439401350303594,In Stock,35.0
C,5814.0,4.155485925483445,Out of Stock,12.0
B,1419.0,2.3755719081128803,Out of Stock,1.0
A,6016.0,1.844219155421802,In Stock,1.0
C,5961.0,3.0433823136089035,In Stock,18.0
C,9489.0,3.0677550079000935,In Stock,5.0
B,1558.0,3.0039739607861273,Out of Stock,12.0
C,3892.0,1.9802288812656696,In Stock,6.0
C,6904.0,3.058624309872452,Out of Stock,36.0
B,663.0,3.084386434089388,Out of Stock,5.0
A,1910.0,4.817531508955957,In Stock,24.371277251281455
C,2804.0,1.3541939976991424,Out of Stock,35.0
D,8625.0,4.025419857361529,In Stock,36.0
C,8800.0,4.3667865198588895,Out of Stock,26.0
C,3689.0,3.018243720197224,Out of Stock,3.0
A,6869.0,3.010511245777053,Out of Stock,49.0
C,3601.0,3.0251758789220347,In Stock,22.0
C,6657.0,3.0609921171926286,In Stock,47.0
C,5016.981026583758,3.042356751318412,Out of Stock,35.0
D,5146.0,3.0332663233262545,In Stock,10.0
B,4242.0,3.993229233892656,Out of Stock,47.0
C,7098.0,1.3018533062171231,In Stock,23.0
A,3348.0,3.0206477044711666,In Stock,16.0
C,4592.0,3.0347436907468883,Out of Stock,25.0
A,7005.0,3.0538154938466424,In Stock,22.0
A,5074.0,3.045304067073084,Out of Stock,41.0
A,9602.0,3.0792799095448973,In Stock,31.0
C,3742.0,4.209122065619451,In Stock,19.0
D,454.0,3.002787600645397,Out of Stock,32.0
C,4903.0,4.615306042277187,In Stock,39.0
C,9658.0,3.073253086450081,Out of Stock,15.0
C,4198.0,3.0330542279227113,Out of Stock,29.0
A,6336.0,3.648349511115054,In Stock,11.0
C,9794.0,4.433559680432691,In Stock,39.0
D,2201.0,3.0146019179957633,In Stock,25.0
C,5323.0,3.0372385786808143,Out of Stock,16.0
A,9152.0,4.768849526844075,Out of Stock,11.0
C,5420.0,3.0400793213169495,Out of Stock,21.0
D,4763.0,3.0304804114277495,Out of Stock,11.0
B,247.0,2.9979271669633305,In Stock,24.293583824707394
B,2060.0,4.743226107544174,Out of Stock,24.378278709656772
A,3372.0,3.016392541231284,In Stock,5.0
D,8544.0,3.0695251263712326,In Stock,29.0
C,5016.992835436546,3.047213960109306,In Stock,47.0
C,3299.0,3.004898449740812,Out of Stock,32.0
B,2107.0,3.0081941558616996,Out of Stock,11.0
C,6765.0,3.4017721001746715,In Stock,35.0
B,1853.0,3.0060602235864584,Out of Stock,11.0
C,8773.0,3.892084161133099,Out of Stock,24.691861924043643
C,6671.0,3.054222288616638,In Stock,30.0
C,8398.0,3.407813914668218,Out of Stock,4.0
D,8742.0,3.0610599817733184,Out of Stock,4.0
C,8334.0,2.562769446410627,In Stock,16.0
B,2790.0,3.019349507876501,In Stock,24.41237615664555
B,6781.0,3.0515231856976435,Out of Stock,21.0
B,1215.0,2.382519172332373,In Stock,30.0
A,5016.960228678273,3.0338588273787184,In Stock,14.0
C,8857.0,3.066497012623746,In Stock,15.0
D,2882.0,3.691887480565236,Out of Stock,24.416671911121465
C,6234.0,3.0497275022266233,In Stock,28.0
B,1214.0,1.4889967970912377,In Stock,4.0
A,6991.0,1.0991491374509073,In Stock,21.0
C,3364.0,3.015513295041896,Out of Stock,3.0
C,8785.0,1.231135979753843,Out of Stock,11.0
C,7313.0,3.047879734708726,Out of Stock,1.0
C,9999.0,1.8349540527482608,In Stock,30.0
C,8760.0,3.079457632787863,In Stock,49.0
B,7933.0,3.0672523139586536,In Stock,36.0
C,6092.0,2.596015227920722,Out of Stock,39.0
C,5178.0,3.33510540123526,In Stock,20.0
C,8863.0,3.0705025333938036,Out of Stock,24.696061824556086
D,8514.0,4.704094088630431,Out of Stock,46.0
A,7939.0,1.8201379880557416,Out of Stock,48.0
A,1439.0,1.49980892352359,In Stock,28.0
C,6981.0,3.0544092528168676,Out of Stock,24.0
C,7682.0,2.309511396277151,Out of Stock,22.0
C,5937.0,3.045838302662125,In Stock,24.55938344263096
A,185.0,2.9912648506695985,Out of Stock,9.0
C,5796.0,3.052530339627649,In Stock,44.0
C,3646.0,3.0300373584076365,Out of Stock,33.0
C,6547.0,3.590183980800087,Out of Stock,6.0
B,1523.0,1.246447333974714,Out of Stock,22.0
C,9483.0,2.8233289222448383,In Stock,24.72502830776111
C,9045.0,3.077813219188748,In Stock,39.0
C,7897.0,3.0632937145650083,In Stock,27.0
C,7384.0,3.057786012522919,Out of Stock,24.0
A,597.0,3.0072862472461943,Out of Stock,40.0
C,6194.0,3.223523933580829,In Stock,14.0
B,1454.0,3.013215717511395,In Stock,37.0
C,8628.0,3.0641812882563975,Out of Stock,14.0
D,5016.988988694645,3.0455528459708296,In Stock,43.0
B,1401.0,3.0076441178590088,In Stock,24.34749116373794
C,9590.0,3.083189413379367,In Stock,41.0
C,4467.0,3.023537822525525,In Stock,0.0
C,8003.0,1.2719634103923183,Out of Stock,5.0
C,5934.0,3.0431554782883072,In Stock,18.0
C,2861.0,4.204148109144644,In Stock,24.41569610210779
C,5376.0,1.729144769710075,Out of Stock,8.0
C,4887.0,3.0363984002348894,In Stock,23.0
C,3204.0,3.0852183136217635,In Stock,35.0
C,8557.0,3.0619774304110243,Out of Stock,10.0
D,3152.0,1.5743799713874789,In Stock,6.0
B,1386.0,3.0069721444736768,In Stock,23.0
D,6728.0,3.0583069241645826,In Stock,39.0
B,2194.0,1.0642261261459067,Out of Stock,22.0
C,7452.0,3.054288011495834,In Stock,14.0
C,5192.0,1.6641113816121256,Out of Stock,24.524569769660047
C,9782.0,2.47108086246004,In Stock,24.73899385917203
C,7433.0,3.0533314725175265,Out of Stock,12.0
C,5036.0,3.0382782950248606,Out of Stock,24.51728939260644
C,4740.0,3.042874857884399,Out of Stock,42.0
D,1263.0,3.006454506542211,In Stock,24.341044735417096
D,8357.0,1.7571129612090046,In Stock,37.0
C,4883.0,3.356603181776897,In Stock,20.0
C,8437.0,3.876005948019308,Out of Stock,21.0
C,3543.0,3.545775898544579,In Stock,6.0
C,6441.0,3.040113037367024,In Stock,0.0
A,8882.0,3.072002501669969,In Stock,28.0
D,731.0,2.9986055266469904,In Stock,16.0
B,9812.0,3.75916033493222,In Stock,25.0
C,7728.0,3.422209755291833,In Stock,45.0
D,1824.0,1.0909424221396071,In Stock,3.0
C,3447.0,3.033227455866452,Out of Stock,45.0
C,7622.0,2.701567654531968,In Stock,15.0
B,3420.0,1.1848571459127912,In Stock,19.0
B,8741.0,3.932441093684445,Out of Stock,24.690367276290992
C,3074.0,3.013064003939148,Out of Stock,3.0
C,5016.977849355998,1.1215558829452807,In Stock,32.0
A,3745.0,4.205694490998896,In Stock,9.0
C,3042.0,3.018075194744496,Out of Stock,16.0
C,2400.0,1.3811725819930412,Out of Stock,34.0
C,4096.0,3.037428821954236,In Stock,42.0
C,4157.0,3.033114937436456,Out of Stock,30.0
C,5339.0,3.0466917520321997,Out of Stock,39.0
D,4602.0,3.031558779704687,Out of Stock,17.0
D,1966.0,4.343531411256285,In Stock,4.0
D,7406.0,3.6641339490192313,In Stock,24.628008706330547
C,2708.0,4.139442600627813,In Stock,44.0
C,5016.9532111012795,1.0658018308663384,In Stock,7.0
D,1222.0,3.0161275788484567,Out of Stock,49.0
B,3681.0,3.0202120094364813,Out of Stock,8.0
C,8110.0,3.073604318898015,In Stock,48.0
D,9430.0,1.948900071416542,In Stock,15.0
A,1328.0,3.0093759720313957,Out of Stock,30.0
C,6185.0,4.989849874633716,Out of Stock,39.0
C,5541.0,3.0353969695414342,In Stock,7.0
C,9933.0,3.0856925249150073,Out of Stock,40.0
C,3528.0,4.685441756859109,In Stock,24.446856418117832
C,4323.0,3.040587001823582,Out of Stock,45.0
B,1421.0,1.901802966139031,In Stock,49.0
C,8414.0,3.0664348537412836,In Stock,24.0
B,575.0,3.180869426375592,In Stock,40.0
C,5611.0,3.0465459289621584,Out of Stock,33.0
D,3767.0,3.031026297762127,Out of Stock,33.0
D,9988.0,1.9061038548430025,In Stock,24.74861142141239
C,5666.0,2.8366771871128216,In Stock,49.0
C,9959.0,4.6229925445751405,In Stock,46.0
C,8091.0,2.23847511183858,In Stock,47.0
A,7967.0,3.7150568192563207,In Stock,42.0
B,1011.0,3.1505195801145547,Out of Stock,10.0
A,2593.0,1.1455198820092525,In Stock,43.0
C,9961.0,2.603816159663268,In Stock,24.747353643235265
D,9227.0,2.252049239744512,Out of Stock,9.0
B,7307.0,3.062006047192786,In Stock,36.0
C,5364.0,3.042823527267239,In Stock,29.0
B,1838.0,3.3811675728802784,Out of Stock,18.0
C,5016.967232799876,3.1852193809894898,In Stock,21.0
B,2997.0,1.1906524666363043,In Stock,16.0
C,2531.0,4.923267635553529,In Stock,30.0
C,2437.0,4.981286011728434,In Stock,24.395896103248663
C,3034.0,3.7693396638196175,Out of Stock,11.0
B,4573.0,1.8230936667496571,In Stock,5.0
C,2466.0,2.521499443938243,In Stock,44.0
B,2242.0,3.010121716741155,In Stock,13.0
C,7805.0,3.059697899436924,In Stock,20.0
C,2527.0,4.841731762239563,Out of Stock,49.0
B,1378.0,3.015413360131528,In Stock,44.0
C,6905.0,3.0582139073591503,In Stock,35.0
C,4960.0,3.991063665027448,Out of Stock,31.0
C,5019.0,3.0350897441457856,Out of Stock,17.0
C,8568.0,2.269634937816817,In Stock,15.0
C,7198.0,3.053788035510489,In Stock,18.0
B,4905.0,3.0365726578677217,Out of Stock,23.0
C,9922.0,4.966695979833901,In Stock,42.0
C,2774.0,3.009328188630265,Out of Stock,0.0
A,4519.0,4.487539498587778,In Stock,39.0
C,7967.0,3.0582095220547836,In Stock,13.0
C,6551.0,3.052403847364789,In Stock,28.0
C,3831.0,3.971501091387312,Out of Stock,19.0
C,2740.0,3.009019795828965,In Stock,0.0
C,9069.0,3.0735362434026987,In Stock,28.0
B,743.0,3.2666453009250938,In Stock,24.316754854039033
C,5016.970674513465,3.0381046815577606,In Stock,24.51640308960273
A,8725.0,3.85502097691188,Out of Stock,9.0
B,6703.0,3.045979299893699,In Stock,9.0
C,5016.96509816587,1.8028285225132024,Out of Stock,19.0
C,7842.0,3.5875890463626194,In Stock,16.0
A,6161.0,2.012897950373276,Out of Stock,18.0
C,6083.0,2.2334745161481906,Out of Stock,36.0
C,7025.0,4.430414663360271,In Stock,25.0
B,276.0,3.447754406015238,Out of Stock,3.0
C,4369.0,4.08384965154126,Out of Stock,8.0
C,6546.0,3.060857136498951,In Stock,49.0
C,2810.0,2.9125953662049064,In Stock,47.0
C,5181.0,3.047363535102951,In Stock,44.0
A,6848.0,4.927541879935664,Out of Stock,26.0
B,968.0,1.0460489719471595,In Stock,42.0
D,1999.0,3.6136907627431376,Out of Stock,20.0
B,7902.0,1.7399794082660036,In Stock,44.0
C,5369.0,3.0428697143737877,In Stock,29.0
A,1138.0,4.7438746861252925,In Stock,4.0
C,9151.0,1.2258741719753914,In Stock,18.0
B,1351.0,2.7391381724901405,In Stock,3.0
C,3016.0,1.2469989657581504,Out of Stock,1.0
C,1132.0,2.043756275903754,Out of Stock,12.0
C,4874.0,3.0350604179253016,In Stock,20.0
D,5016.951618529345,4.019948636447628,Out of Stock,5.0
B,1112.0,2.9957832227450663,Out of Stock,1.0
C,7446.0,3.0655821718110965,In Stock,42.0
C,4877.0,3.0391372533370564,In Stock,30.0
A,7769.0,3.0695523806298777,In Stock,45.0
A,4347.0,4.900050371878782,In Stock,25.0
C,5350.0,3.0419222086373794,Out of Stock,27.0
C,3150.0,3.0153141111487205,Out of Stock,7.0
C,7050.0,3.0602204705455036,In Stock,37.0
B,6363.0,3.740762109598029,Out of Stock,13.0
C,7639.0,3.0635837819314053,Out of Stock,33.0
